DATE,HourlyDryBulbTemperature,HourlyWetBulbTemperature,HourlyDewPointTemperature,HourlyRelativeHumidity,HourlyPrecipitation,HourlySeaLevelPressure,HourlyStationPressure,HourlyWindSpeed,HourlyWindDirection,Hour,Month,Season,UHI Intensity
2022-01-01 00:18:00,63.0,61.0,60.0,90.0,0.1,29.852,28.97,5.0,350.0,0,1,Winter,Medium
2022-01-01 00:53:00,62.0,60.0,59.0,90.0,0.0,29.64,28.97,0.0,0.0,0,1,Winter,Medium
2022-01-01 01:53:00,62.0,61.0,60.0,93.0,0.036,29.61,28.95,0.0,0.0,1,1,Winter,Medium
2022-01-01 02:53:00,61.0,60.0,60.0,97.0,0.0,29.61,28.95,0.0,0.0,2,1,Winter,Medium
2022-01-01 03:53:00,61.0,60.0,60.0,97.0,0.0,29.61,28.95,0.0,0.0,3,1,Winter,Medium
2022-01-01 04:53:00,61.0,60.0,59.0,93.0,0.0,29.62,28.95,0.0,0.0,4,1,Winter,Medium
2022-01-01 05:53:00,60.0,59.0,59.0,96.0,0.01,29.61,28.95,5.0,90.0,5,1,Winter,Medium
2022-01-01 06:53:00,60.0,59.0,59.0,96.0,0.002,29.6,28.94,0.0,0.0,6,1,Winter,Medium
2022-01-01 07:53:00,61.0,59.0,57.0,87.0,0.0,29.6,28.93,7.0,130.0,7,1,Winter,Medium
2022-01-01 08:53:00,61.0,60.0,59.0,93.0,0.0,29.62,28.96,5.0,170.0,8,1,Winter,Medium
2022-01-01 09:53:00,62.0,60.0,59.0,90.0,0.0,29.69,29.03,16.0,320.0,9,1,Winter,Medium
2022-01-01 10:53:00,66.0,61.0,58.0,75.0,0.0,29.67,29.0,10.0,330.0,10,1,Winter,Medium
2022-01-01 11:53:00,67.0,61.0,57.0,71.0,0.0,29.66,29.0,6.0,320.0,11,1,Winter,Medium
2022-01-01 12:53:00,69.0,62.0,57.0,66.0,0.0,29.64,28.97,8.0,290.0,12,1,Winter,Medium
2022-01-01 13:27:00,52.0,48.0,45.0,77.0,0.0,30.055999999999997,29.02,23.0,340.0,13,1,Winter,Medium
2022-01-01 13:30:00,51.0,48.0,44.0,77.0,0.0,30.056,29.02,22.0,340.0,13,1,Winter,Medium
2022-01-01 13:53:00,46.0,43.0,40.0,79.0,0.0,29.72,29.05,25.0,330.0,13,1,Winter,Medium
2022-01-01 14:53:00,42.0,39.0,35.0,76.0,0.0,29.77,29.09,18.0,330.0,14,1,Winter,Medium
2022-01-01 15:00:00,40.0,37.0,34.0,79.0,0.0,29.968,29.09,21.0,330.0,15,1,Winter,Medium
2022-01-01 15:13:00,39.0,36.0,33.0,79.0,0.0,30.054,29.11,20.0,330.0,15,1,Winter,Medium
2022-01-01 15:53:00,35.0,33.0,30.0,82.0,0.0,29.83,29.15,16.0,340.0,15,1,Winter,Medium
2022-01-01 16:53:00,32.0,30.0,27.0,82.0,0.0,29.87,29.19,18.0,360.0,16,1,Winter,Low
2022-01-01 17:53:00,30.0,28.0,24.0,79.0,0.0,29.91,29.22,15.0,350.0,17,1,Winter,Low
2022-01-01 18:06:00,29.0,27.0,23.0,78.0,0.002,30.122000000000003,29.23,22.0,350.0,18,1,Winter,Low
2022-01-01 18:53:00,28.0,26.0,22.0,78.0,0.0,29.94,29.25,21.0,340.0,18,1,Winter,Low
2022-01-01 19:12:00,28.0,26.0,22.0,78.0,0.002,30.154000000000003,29.29,21.0,340.0,19,1,Winter,Low
2022-01-01 19:51:00,27.0,24.0,19.0,74.0,0.0,30.392000000000003,29.32,22.0,330.0,19,1,Winter,Low
2022-01-01 19:53:00,27.0,25.0,20.0,75.0,0.0,30.01,29.32,23.0,330.0,19,1,Winter,Low
2022-01-01 20:53:00,25.0,23.0,17.0,72.0,0.0,30.04,29.35,18.0,330.0,20,1,Winter,Low
2022-01-01 21:53:00,23.0,20.0,14.0,68.0,0.0,30.09,29.4,21.0,340.0,21,1,Winter,Low
2022-01-01 22:53:00,21.0,18.0,12.0,68.0,0.0,30.12,29.44,16.0,330.0,22,1,Winter,Low
2022-01-01 23:03:00,21.0,18.0,12.0,68.0,0.0,30.222,29.44,18.0,330.0,23,1,Winter,Low
2022-01-01 23:53:00,20.0,18.0,11.0,68.0,0.0,30.16,29.48,17.0,330.0,23,1,Winter,Low
2022-01-01 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-02 00:53:00,20.0,17.0,10.0,65.0,0.0,30.18,29.49,20.0,330.0,0,1,Winter,Low
2022-01-02 01:32:00,20.0,18.0,11.0,68.0,0.0,30.222,29.51,17.0,330.0,1,1,Winter,Low
2022-01-02 01:53:00,19.0,17.0,11.0,71.0,0.0,30.22,29.52,17.0,320.0,1,1,Winter,Low
2022-01-02 02:35:00,19.0,17.0,10.0,68.0,0.0,30.222,29.54,16.0,330.0,2,1,Winter,Low
2022-01-02 02:53:00,19.0,16.0,8.0,62.0,0.0,30.25,29.54,23.0,330.0,2,1,Winter,Low
2022-01-02 03:53:00,18.0,15.0,8.0,65.0,0.0,30.27,29.57,24.0,330.0,3,1,Winter,Low
2022-01-02 04:28:00,18.0,15.0,8.0,65.0,0.0,30.258,29.58,18.0,330.0,4,1,Winter,Low
2022-01-02 04:53:00,18.0,15.0,8.0,65.0,0.0,30.3,29.59,20.0,330.0,4,1,Winter,Low
2022-01-02 05:28:00,17.0,15.0,8.0,68.0,0.0,30.354000000000003,29.6,20.0,320.0,5,1,Winter,Low
2022-01-02 05:53:00,17.0,15.0,8.0,68.0,0.0,30.31,29.59,16.0,330.0,5,1,Winter,Low
2022-01-02 06:53:00,17.0,15.0,9.0,70.0,0.0,30.34,29.62,18.0,330.0,6,1,Winter,Low
2022-01-02 07:53:00,18.0,16.0,9.0,68.0,0.0,30.37,29.66,13.0,320.0,7,1,Winter,Low
2022-01-02 08:53:00,21.0,18.0,11.0,65.0,0.0,30.4,29.68,21.0,320.0,8,1,Winter,Low
2022-01-02 09:53:00,24.0,21.0,13.0,62.0,0.0,30.43,29.72,20.0,320.0,9,1,Winter,Low
2022-01-02 10:53:00,28.0,24.0,15.0,58.0,0.0,30.47,29.75,17.0,310.0,10,1,Winter,Low
2022-01-02 11:53:00,32.0,27.0,16.0,52.0,0.0,30.47,29.75,15.0,320.0,11,1,Winter,Low
2022-01-02 12:53:00,34.0,28.0,17.0,50.0,0.0,30.45,29.73,15.0,330.0,12,1,Winter,Medium
2022-01-02 13:53:00,38.0,31.0,18.0,44.0,0.0,30.44,29.73,16.0,330.0,13,1,Winter,Medium
2022-01-02 14:53:00,39.0,32.0,19.0,45.0,0.0,30.44,29.73,11.0,340.0,14,1,Winter,Medium
2022-01-02 15:53:00,39.0,32.0,18.0,43.0,0.0,30.44,29.73,11.0,350.0,15,1,Winter,Medium
2022-01-02 16:53:00,37.0,30.0,18.0,46.0,0.0,30.45,29.73,11.0,320.0,16,1,Winter,Medium
2022-01-02 17:53:00,32.0,27.0,18.0,56.0,0.0,30.47,29.75,6.0,320.0,17,1,Winter,Low
2022-01-02 18:53:00,27.0,24.0,19.0,72.0,0.0,30.48,29.77,6.0,330.0,18,1,Winter,Low
2022-01-02 19:53:00,28.0,25.0,19.0,69.0,0.0,30.5,29.78,5.0,290.0,19,1,Winter,Low
2022-01-02 20:53:00,27.0,24.0,19.0,72.0,0.0,30.48,29.77,0.0,0.0,20,1,Winter,Low
2022-01-02 21:53:00,22.0,20.0,17.0,82.0,0.0,30.48,29.76,3.0,320.0,21,1,Winter,Low
2022-01-02 22:53:00,22.0,21.0,18.0,85.0,0.0,30.49,29.77,3.0,320.0,22,1,Winter,Low
2022-01-02 23:53:00,20.0,19.0,17.0,89.0,0.0,30.47,29.76,0.0,0.0,23,1,Winter,Low
2022-01-02 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-03 00:53:00,22.0,20.0,17.0,82.0,0.0,30.47,29.75,0.0,0.0,0,1,Winter,Low
2022-01-03 01:53:00,19.0,18.0,16.0,88.0,0.0,30.47,29.76,0.0,0.0,1,1,Winter,Low
2022-01-03 02:53:00,19.0,18.0,15.0,84.0,0.0,30.47,29.75,0.0,0.0,2,1,Winter,Low
2022-01-03 03:53:00,19.0,18.0,16.0,88.0,0.0,30.47,29.75,0.0,0.0,3,1,Winter,Low
2022-01-03 04:53:00,18.0,17.0,14.0,84.0,0.0,30.46,29.74,0.0,0.0,4,1,Winter,Low
2022-01-03 05:53:00,19.0,18.0,16.0,88.0,0.0,30.47,29.76,3.0,160.0,5,1,Winter,Low
2022-01-03 06:53:00,18.0,17.0,15.0,88.0,0.0,30.49,29.77,0.0,0.0,6,1,Winter,Low
2022-01-03 07:53:00,19.0,18.0,15.0,84.0,0.0,30.49,29.77,0.0,0.0,7,1,Winter,Low
2022-01-03 08:53:00,29.0,27.0,23.0,78.0,0.0,30.49,29.78,0.0,0.0,8,1,Winter,Low
2022-01-03 09:53:00,37.0,33.0,25.0,62.0,0.0,30.5,29.79,8.0,180.0,9,1,Winter,Medium
2022-01-03 10:53:00,45.0,37.0,24.0,44.0,0.0,30.48,29.78,11.0,180.0,10,1,Winter,Medium
2022-01-03 11:53:00,49.0,38.0,21.0,33.0,0.0,30.45,29.74,9.0,160.0,11,1,Winter,Medium
2022-01-03 12:53:00,52.0,39.0,20.0,28.0,0.0,30.4,29.69,8.0,190.0,12,1,Winter,Medium
2022-01-03 13:53:00,54.0,40.0,19.0,25.0,0.0,30.37,29.67,9.0,210.0,13,1,Winter,Medium
2022-01-03 14:53:00,55.0,41.0,18.0,23.0,0.0,30.35,29.65,7.0,200.0,14,1,Winter,Medium
2022-01-03 15:53:00,56.0,41.0,16.0,21.0,0.0,30.33,29.63,8.0,180.0,15,1,Winter,Medium
2022-01-03 16:53:00,54.0,40.0,16.0,22.0,0.0,30.32,29.61,11.0,160.0,16,1,Winter,Medium
2022-01-03 17:53:00,49.0,38.0,19.0,31.0,0.0,30.32,29.61,7.0,140.0,17,1,Winter,Medium
2022-01-03 18:53:00,45.0,35.0,18.0,34.0,0.0,30.32,29.61,7.0,140.0,18,1,Winter,Medium
2022-01-03 19:53:00,43.0,34.0,19.0,38.0,0.0,30.32,29.61,8.0,150.0,19,1,Winter,Medium
2022-01-03 20:53:00,42.0,34.0,20.0,41.0,0.0,30.31,29.6,8.0,140.0,20,1,Winter,Medium
2022-01-03 21:53:00,40.0,33.0,21.0,47.0,0.0,30.29,29.59,6.0,140.0,21,1,Winter,Medium
2022-01-03 22:53:00,39.0,33.0,22.0,50.0,0.0,30.28,29.58,7.0,140.0,22,1,Winter,Medium
2022-01-03 23:53:00,37.0,31.0,21.0,52.0,0.0,30.27,29.57,5.0,140.0,23,1,Winter,Medium
2022-01-03 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-04 00:53:00,29.0,27.0,22.0,75.0,0.0,30.26,29.55,6.0,160.0,0,1,Winter,Low
2022-01-04 01:53:00,36.0,31.0,23.0,59.0,0.0,30.23,29.54,10.0,160.0,1,1,Winter,Medium
2022-01-04 02:53:00,36.0,31.0,22.0,57.0,0.0,30.21,29.52,9.0,160.0,2,1,Winter,Medium
2022-01-04 03:53:00,36.0,31.0,21.0,55.0,0.0,30.2,29.51,9.0,150.0,3,1,Winter,Medium
2022-01-04 04:53:00,34.0,29.0,21.0,59.0,0.0,30.17,29.48,8.0,160.0,4,1,Winter,Medium
2022-01-04 05:53:00,34.0,29.0,21.0,59.0,0.0,30.16,29.47,10.0,160.0,5,1,Winter,Medium
2022-01-04 06:53:00,33.0,29.0,22.0,64.0,0.0,30.16,29.47,10.0,160.0,6,1,Winter,Medium
2022-01-04 07:53:00,35.0,31.0,23.0,61.0,0.0,30.14,29.45,14.0,170.0,7,1,Winter,Medium
2022-01-04 08:53:00,41.0,34.0,23.0,49.0,0.0,30.13,29.44,14.0,180.0,8,1,Winter,Medium
2022-01-04 09:53:00,46.0,36.0,21.0,37.0,0.0,30.1,29.41,20.0,170.0,9,1,Winter,Medium
2022-01-04 10:53:00,52.0,40.0,21.0,30.0,0.0,30.08,29.39,21.0,200.0,10,1,Winter,Medium
2022-01-04 11:53:00,55.0,41.0,21.0,26.0,0.0,30.03,29.35,20.0,200.0,11,1,Winter,Medium
2022-01-04 12:53:00,56.0,42.0,21.0,26.0,0.0,29.96,29.27,18.0,200.0,12,1,Winter,Medium
2022-01-04 13:53:00,62.0,45.0,21.0,21.0,0.0,29.91,29.23,22.0,190.0,13,1,Winter,Medium
2022-01-04 14:53:00,63.0,45.0,21.0,20.0,0.0,29.88,29.2,21.0,180.0,14,1,Winter,Medium
2022-01-04 15:53:00,64.0,46.0,22.0,20.0,0.0,29.85,29.17,22.0,180.0,15,1,Winter,Medium
2022-01-04 16:53:00,62.0,45.0,23.0,22.0,0.0,29.87,29.19,14.0,190.0,16,1,Winter,Medium
2022-01-04 17:53:00,57.0,43.0,23.0,27.0,0.0,29.88,29.2,6.0,140.0,17,1,Winter,Medium
2022-01-04 18:53:00,55.0,42.0,24.0,30.0,0.0,29.88,29.2,9.0,150.0,18,1,Winter,Medium
2022-01-04 19:53:00,48.0,39.0,25.0,41.0,0.0,29.89,29.2,0.0,0.0,19,1,Winter,High
2022-01-04 20:53:00,50.0,41.0,28.0,43.0,0.0,29.89,29.21,7.0,150.0,20,1,Winter,Medium
2022-01-04 21:53:00,50.0,41.0,30.0,46.0,0.0,29.9,29.22,5.0,120.0,21,1,Winter,Medium
2022-01-04 22:53:00,42.0,37.0,30.0,62.0,0.0,29.9,29.21,3.0,130.0,22,1,Winter,Medium
2022-01-04 23:53:00,35.0,32.0,28.0,76.0,0.0,29.9,29.21,3.0,50.0,23,1,Winter,Medium
2022-01-04 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-05 00:53:00,37.0,34.0,30.0,76.0,0.0,29.91,29.22,3.0,30.0,0,1,Winter,Medium
2022-01-05 01:53:00,31.0,30.0,27.0,85.0,0.0,29.9,29.21,0.0,0.0,1,1,Winter,Low
2022-01-05 02:53:00,30.0,29.0,26.0,85.0,0.0,29.91,29.22,5.0,310.0,2,1,Winter,Low
2022-01-05 03:53:00,29.0,28.0,26.0,89.0,0.0,29.92,29.23,5.0,350.0,3,1,Winter,Low
2022-01-05 04:53:00,34.0,33.0,31.0,89.0,0.0,29.91,29.23,5.0,360.0,4,1,Winter,Medium
2022-01-05 05:53:00,36.0,34.0,32.0,86.0,0.0,29.93,29.24,11.0,10.0,5,1,Winter,Medium
2022-01-05 06:53:00,36.0,35.0,33.0,89.0,0.0,29.95,29.26,7.0,10.0,6,1,Winter,Medium
2022-01-05 07:53:00,36.0,35.0,33.0,89.0,0.0,29.98,29.29,8.0,10.0,7,1,Winter,Medium
2022-01-05 08:53:00,43.0,40.0,35.0,74.0,0.0,30.0,29.31,13.0,30.0,8,1,Winter,Medium
2022-01-05 09:53:00,49.0,42.0,33.0,55.0,0.0,30.02,29.34,15.0,30.0,9,1,Winter,Medium
2022-01-05 10:53:00,52.0,43.0,31.0,45.0,0.0,30.03,29.34,18.0,30.0,10,1,Winter,Medium
2022-01-05 11:53:00,54.0,43.0,30.0,40.0,0.0,30.01,29.33,16.0,40.0,11,1,Winter,Medium
2022-01-05 12:53:00,55.0,44.0,29.0,37.0,0.0,29.98,29.29,14.0,40.0,12,1,Winter,Medium
2022-01-05 13:53:00,57.0,45.0,29.0,34.0,0.0,29.95,29.26,15.0,30.0,13,1,Winter,Medium
2022-01-05 14:53:00,57.0,44.0,28.0,33.0,0.0,29.91,29.23,16.0,30.0,14,1,Winter,Medium
2022-01-05 15:53:00,56.0,43.0,27.0,33.0,0.0,29.91,29.22,13.0,20.0,15,1,Winter,Medium
2022-01-05 16:53:00,55.0,43.0,27.0,34.0,0.0,29.91,29.22,9.0,30.0,16,1,Winter,Medium
2022-01-05 17:53:00,45.0,38.0,27.0,49.0,0.0,29.91,29.22,6.0,350.0,17,1,Winter,Medium
2022-01-05 18:53:00,44.0,37.0,27.0,51.0,0.0,29.91,29.22,6.0,340.0,18,1,Winter,Medium
2022-01-05 19:53:00,41.0,35.0,27.0,57.0,0.0,29.93,29.24,8.0,350.0,19,1,Winter,Medium
2022-01-05 20:53:00,40.0,35.0,26.0,58.0,0.0,29.93,29.24,7.0,360.0,20,1,Winter,Medium
2022-01-05 21:53:00,39.0,34.0,25.0,57.0,0.0,29.93,29.25,7.0,360.0,21,1,Winter,Medium
2022-01-05 22:53:00,36.0,32.0,25.0,64.0,0.0,29.93,29.25,6.0,360.0,22,1,Winter,Medium
2022-01-05 23:53:00,34.0,30.0,24.0,67.0,0.0,29.93,29.24,6.0,350.0,23,1,Winter,Medium
2022-01-05 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-06 00:53:00,33.0,30.0,24.0,70.0,0.0,29.91,29.23,6.0,350.0,0,1,Winter,Medium
2022-01-06 01:53:00,32.0,29.0,23.0,69.0,0.0,29.92,29.23,7.0,350.0,1,1,Winter,Low
2022-01-06 02:53:00,32.0,28.0,22.0,66.0,0.0,29.93,29.24,10.0,360.0,2,1,Winter,Low
2022-01-06 03:53:00,32.0,28.0,22.0,66.0,0.0,29.93,29.24,10.0,360.0,3,1,Winter,Low
2022-01-06 04:53:00,32.0,28.0,21.0,64.0,0.0,29.97,29.28,15.0,360.0,4,1,Winter,Low
2022-01-06 05:53:00,31.0,27.0,20.0,64.0,0.0,30.02,29.33,16.0,360.0,5,1,Winter,Low
2022-01-06 06:53:00,30.0,26.0,18.0,61.0,0.0,30.07,29.38,18.0,350.0,6,1,Winter,Low
2022-01-06 07:53:00,29.0,25.0,16.0,58.0,0.0,30.13,29.43,17.0,340.0,7,1,Winter,Low
2022-01-06 08:53:00,30.0,25.0,14.0,51.0,0.0,30.19,29.49,20.0,350.0,8,1,Winter,Low
2022-01-06 09:53:00,30.0,25.0,13.0,49.0,0.0,30.21,29.51,18.0,360.0,9,1,Winter,Low
2022-01-06 10:53:00,30.0,25.0,14.0,51.0,0.0,30.25,29.54,18.0,350.0,10,1,Winter,Low
2022-01-06 11:53:00,33.0,27.0,15.0,47.0,0.0,30.25,29.55,22.0,360.0,11,1,Winter,Medium
2022-01-06 12:53:00,35.0,28.0,14.0,42.0,0.0,30.24,29.54,16.0,360.0,12,1,Winter,Medium
2022-01-06 13:53:00,38.0,30.0,15.0,39.0,0.0,30.22,29.52,18.0,360.0,13,1,Winter,Medium
2022-01-06 14:53:00,37.0,30.0,15.0,41.0,0.0,30.21,29.51,16.0,340.0,14,1,Winter,Medium
2022-01-06 15:53:00,36.0,29.0,15.0,42.0,0.0,30.23,29.54,14.0,360.0,15,1,Winter,Medium
2022-01-06 16:53:00,35.0,28.0,15.0,44.0,0.0,30.24,29.54,14.0,360.0,16,1,Winter,Medium
2022-01-06 17:53:00,32.0,27.0,15.0,50.0,0.0,30.26,29.55,8.0,340.0,17,1,Winter,Low
2022-01-06 18:53:00,30.0,25.0,15.0,54.0,0.0,30.27,29.57,9.0,350.0,18,1,Winter,Low
2022-01-06 19:53:00,29.0,25.0,15.0,56.0,0.0,30.27,29.57,10.0,350.0,19,1,Winter,Low
2022-01-06 20:53:00,27.0,24.0,16.0,63.0,0.0,30.29,29.57,7.0,340.0,20,1,Winter,Low
2022-01-06 21:53:00,26.0,23.0,15.0,63.0,0.0,30.3,29.59,7.0,340.0,21,1,Winter,Low
2022-01-06 22:53:00,25.0,22.0,15.0,66.0,0.0,30.3,29.59,9.0,350.0,22,1,Winter,Low
2022-01-06 23:53:00,24.0,21.0,15.0,68.0,0.0,30.31,29.59,8.0,350.0,23,1,Winter,Low
2022-01-06 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-07 00:53:00,22.0,20.0,14.0,71.0,0.0,30.29,29.58,6.0,360.0,0,1,Winter,Low
2022-01-07 01:53:00,21.0,19.0,14.0,74.0,0.0,30.29,29.58,6.0,340.0,1,1,Winter,Low
2022-01-07 02:53:00,20.0,18.0,14.0,78.0,0.0,30.28,29.57,0.0,0.0,2,1,Winter,Low
2022-01-07 03:53:00,20.0,18.0,13.0,74.0,0.0,30.29,29.57,6.0,350.0,3,1,Winter,Low
2022-01-07 04:53:00,19.0,17.0,13.0,77.0,0.0,30.27,29.57,5.0,350.0,4,1,Winter,Low
2022-01-07 05:53:00,18.0,17.0,13.0,81.0,0.0,30.27,29.55,3.0,350.0,5,1,Winter,Low
2022-01-07 06:53:00,18.0,17.0,13.0,81.0,0.0,30.3,29.58,5.0,360.0,6,1,Winter,Low
2022-01-07 07:53:00,18.0,17.0,13.0,81.0,0.0,30.31,29.6,5.0,340.0,7,1,Winter,Low
2022-01-07 08:53:00,24.0,21.0,15.0,68.0,0.0,30.32,29.61,6.0,60.0,8,1,Winter,Low
2022-01-07 09:53:00,27.0,24.0,16.0,63.0,0.0,30.32,29.6,5.0,130.0,9,1,Winter,Low
2022-01-07 10:53:00,32.0,28.0,20.0,61.0,0.0,30.31,29.59,8.0,150.0,10,1,Winter,Low
2022-01-07 11:53:00,35.0,31.0,23.0,61.0,0.0,30.27,29.57,5.0,146.0,11,1,Winter,Medium
2022-01-07 12:53:00,39.0,33.0,24.0,55.0,0.0,30.21,29.51,8.0,150.0,12,1,Winter,Medium
2022-01-07 13:53:00,42.0,35.0,25.0,51.0,0.0,30.16,29.46,9.0,140.0,13,1,Winter,Medium
2022-01-07 14:53:00,45.0,37.0,26.0,48.0,0.0,30.12,29.43,13.0,160.0,14,1,Winter,Medium
2022-01-07 15:53:00,45.0,37.0,25.0,46.0,0.0,30.11,29.41,10.0,140.0,15,1,Winter,Medium
2022-01-07 16:53:00,45.0,37.0,25.0,46.0,0.0,30.11,29.41,15.0,150.0,16,1,Winter,Medium
2022-01-07 17:40:00,45.0,37.0,26.0,48.0,0.0,29.988,29.4,11.0,150.0,17,1,Winter,Medium
2022-01-07 17:53:00,45.0,37.0,26.0,48.0,0.0,30.09,29.39,14.0,160.0,17,1,Winter,Medium
2022-01-07 18:53:00,45.0,38.0,27.0,49.0,0.0,30.1,29.4,9.0,160.0,18,1,Winter,Medium
2022-01-07 19:53:00,46.0,39.0,30.0,54.0,0.0,30.1,29.4,14.0,160.0,19,1,Winter,Medium
2022-01-07 20:53:00,46.0,40.0,31.0,56.0,0.0,30.08,29.39,16.0,160.0,20,1,Winter,Medium
2022-01-07 21:53:00,47.0,41.0,33.0,59.0,0.0,30.06,29.37,17.0,160.0,21,1,Winter,Medium
2022-01-07 22:53:00,48.0,42.0,35.0,61.0,0.0,30.06,29.37,16.0,170.0,22,1,Winter,Medium
2022-01-07 23:53:00,48.0,43.0,36.0,63.0,0.0,30.05,29.36,15.0,160.0,23,1,Winter,Medium
2022-01-07 23:59:00,65.040030719017,56.97726389428682,50.65560245587107,64.74489110620742,0.0086683445829996,30.012730285714287,29.32927454598427,9.427593521018126,165.3475037073653,23,1,Winter,Medium
2022-01-08 00:53:00,47.0,43.0,39.0,74.0,0.0,30.04,29.35,18.0,170.0,0,1,Winter,Medium
2022-01-08 01:53:00,47.0,43.0,39.0,74.0,0.0,30.03,29.35,14.0,170.0,1,1,Winter,Medium
2022-01-08 02:53:00,47.0,43.0,39.0,74.0,0.0,30.03,29.34,14.0,180.0,2,1,Winter,Medium
2022-01-08 03:34:00,47.0,44.0,41.0,80.0,0.0,30.086,29.32,13.0,170.0,3,1,Winter,Medium
2022-01-08 03:53:00,46.0,44.0,41.0,83.0,0.0,30.01,29.32,9.0,170.0,3,1,Winter,Medium
2022-01-08 04:53:00,46.0,44.0,42.0,86.0,0.0,29.99,29.31,11.0,170.0,4,1,Winter,Medium
2022-01-08 05:16:00,46.0,44.0,42.0,86.0,0.0,29.964,29.3,13.0,160.0,5,1,Winter,Medium
2022-01-08 05:53:00,46.0,45.0,43.0,89.0,0.0,29.99,29.3,10.0,160.0,5,1,Winter,Medium
2022-01-08 06:53:00,46.0,45.0,44.0,93.0,0.0,30.01,29.32,10.0,180.0,6,1,Winter,Medium
2022-01-08 07:51:00,46.0,46.0,45.0,93.0,0.0,29.988,29.33,7.0,180.0,7,1,Winter,Medium
2022-01-08 07:53:00,46.0,46.0,45.0,96.0,0.0,30.01,29.33,7.0,180.0,7,1,Winter,Medium
2022-01-08 08:07:00,46.0,46.0,45.0,96.0,0.0,30.006,29.33,7.0,180.0,8,1,Winter,Medium
2022-01-08 08:15:00,46.0,46.0,45.0,96.0,0.0,29.926,29.33,6.0,200.0,8,1,Winter,Medium
2022-01-08 08:53:00,47.0,46.0,45.0,93.0,0.0,30.01,29.33,7.0,160.0,8,1,Winter,Medium
2022-01-08 09:53:00,48.0,47.0,46.0,93.0,0.0,30.02,29.33,9.0,160.0,9,1,Winter,Medium
2022-01-08 10:19:00,48.0,47.0,47.0,96.0,0.0,30.046,29.34,8.0,150.0,10,1,Winter,Medium
2022-01-08 10:28:00,48.0,47.0,47.0,96.0,0.0,30.046,29.33,8.0,150.0,10,1,Winter,Medium
2022-01-08 10:39:00,48.0,47.0,47.0,96.0,0.0,30.044,29.33,7.0,150.0,10,1,Winter,Medium
2022-01-08 10:51:00,48.0,47.0,46.0,94.0,0.0,30.024,29.33,7.0,150.0,10,1,Winter,Medium
2022-01-08 10:53:00,49.0,48.0,47.0,93.0,0.0,30.01,29.33,8.0,140.0,10,1,Winter,Medium
2022-01-08 11:46:00,50.0,49.0,49.0,96.0,0.0,30.022,29.3,9.0,170.0,11,1,Winter,Medium
2022-01-08 11:53:00,50.0,49.0,49.0,96.0,0.0,29.98,29.3,9.0,170.0,11,1,Winter,Medium
2022-01-08 12:33:00,51.0,50.0,50.0,96.0,0.0,29.954,29.27,11.0,160.0,12,1,Winter,Medium
2022-01-08 12:51:00,52.0,51.0,50.0,94.0,0.0,29.998,29.26,11.0,160.0,12,1,Winter,Medium
2022-01-08 12:53:00,51.0,50.0,50.0,96.0,0.0,29.94,29.26,11.0,160.0,12,1,Winter,Medium
2022-01-08 13:53:00,51.0,51.0,51.0,100.0,0.0,29.93,29.24,9.0,160.0,13,1,Winter,Medium
2022-01-08 14:49:00,54.0,53.0,52.0,94.0,0.0,29.94,29.21,11.0,160.0,14,1,Winter,Medium
2022-01-08 14:53:00,53.0,52.0,52.0,96.0,0.0,29.89,29.21,13.0,170.0,14,1,Winter,Medium
2022-01-08 15:08:00,54.0,53.0,53.0,97.0,0.0,29.954,29.21,13.0,170.0,15,1,Winter,Medium
2022-01-08 15:32:00,54.0,53.0,53.0,97.0,0.0,29.95,29.19,14.0,160.0,15,1,Winter,Medium
2022-01-08 15:53:00,55.0,54.0,54.0,96.0,0.0,29.87,29.19,13.0,170.0,15,1,Winter,Medium
2022-01-08 16:53:00,56.0,55.0,55.0,97.0,0.0,29.87,29.19,14.0,150.0,16,1,Winter,Medium
2022-01-08 17:05:00,57.0,56.0,55.0,93.0,0.0,29.874,29.2,13.0,160.0,17,1,Winter,Medium
2022-01-08 17:53:00,57.0,56.0,56.0,96.0,0.0,29.89,29.21,13.0,160.0,17,1,Winter,Medium
2022-01-08 18:53:00,58.0,57.0,57.0,97.0,0.0,29.91,29.23,8.0,160.0,18,1,Winter,Medium
